id,task_1,task_2
597eb9a7-23f4e976,satire,satire
9edceb5a-2cc0d564,satire,satire
df5bcd58-ccab8452,satire,satire
8bc6ebf6-6409ce2e,satire,satire
0b04c6dc-c8e20476,no-satire,no-satire
12092e1d-b1f77779,no-satire,no-satire
17421349-865e5f1d,satire,satire
9d1a39f7-73ada8f4,satire,satire
c4f29b20-736217f5,no-satire,no-satire
c6fea379-cbc8ba15,satire,satire
9afa691a-551f1be6,satire,satire
e8ccd0a9-e687cc47,no-satire,no-satire
fcfefb48-ffb0ed00,satire,satire
7f21e29b-0dd5060d,satire,satire
8956d159-c6763549,no-satire,no-satire
4fc657d9-61f0c5fb,no-satire,no-satire
a0c3533b-cbab744e,satire,satire
f3b7346b-e7d3a711,satire,satire
ecdebdaf-359012a2,no-satire,no-satire
1c00b9c0-eaf48149,no-satire,no-satire
a98ffec3-01f23f0a,satire,satire
93062360-2f8feb72,no-satire,no-satire
5b030724-3758156c,satire,satire
8923ee67-36232237,no-satire,no-satire
174d06a2-f82c70a3,no-satire,no-satire
8a086641-69595e2f,no-satire,no-satire
c7b91f85-8df7fbd7,satire,satire
736d748d-7b661065,no-satire,no-satire
ff83a68f-e2e803f6,satire,satire
d8dfff60-526ec203,satire,satire
58e32a0d-0a8aae0e,satire,satire
c68c55d4-ffb388b2,no-satire,no-satire
fb9b6ea2-50c63309,satire,satire
625d895f-beed7e00,satire,satire
9aee03e8-5323b493,no-satire,no-satire
f2569611-1a07a160,no-satire,no-satire
5c4e5c37-71a91431,no-satire,no-satire
814e7c9a-bbba1b19,no-satire,no-satire
e3ab67ae-39f63492,no-satire,no-satire
68ac47ec-da4c81fb,satire,satire
c9189dda-30c8eaa1,no-satire,no-satire
87cdce3a-dde4e705,no-satire,no-satire
495838ed-5f6482cd,satire,satire
af897bc7-069e8bb5,no-satire,no-satire
01bf3d15-55383592,satire,satire
2bbc7c62-7025f301,satire,satire
257469b4-43db4735,no-satire,no-satire
efcabc71-f282194d,no-satire,no-satire
59aad13e-73809a59,satire,satire
3217fdec-dd123da0,satire,satire
9ac61fa5-3896622e,satire,satire
5fdd6f7b-867880b5,satire,satire
5cc92519-1d990b4a,no-satire,no-satire
69a390a8-cbd6889b,satire,satire
0b565236-3a971b8b,no-satire,no-satire
762fbe64-393fc9ce,satire,satire
0a8c66a3-1ed6d337,satire,satire
acb07a61-369474ee,no-satire,no-satire
0f03a008-eff4b2d5,satire,satire
caaed600-7e534223,no-satire,no-satire
8229d23c-4936619b,no-satire,no-satire
f494f58d-6b42bd5f,no-satire,no-satire
8119e8e9-e44dd128,satire,satire
945fd845-d057fec5,satire,satire
30ef7f38-58d196ae,satire,satire
30486c94-9fbfc5e3,no-satire,no-satire
270fc1e5-76ddfd3b,satire,satire
ae2ee05b-f847c567,satire,satire
6f0a679d-c8c37a57,no-satire,no-satire
6459ff34-deeeeb03,no-satire,no-satire
9d12a2c4-d1c235a3,no-satire,no-satire
d3fc00de-a10cc631,satire,satire
03a1643b-f22f9dc9,no-satire,no-satire
61992a36-924fe854,satire,satire
6d36566f-7a0e8b60,satire,satire
3b4e66b4-9f12cb3c,no-satire,no-satire
75ae6e57-182208eb,satire,satire
084a45a3-ff307b1a,no-satire,no-satire
9b1058ea-560957c3,no-satire,no-satire
3614be29-b60d8989,satire,satire
67e0d2b6-6cc7148b,no-satire,no-satire
ae4ae59b-57138fc2,satire,satire
71caaf69-3a3e3a3b,no-satire,no-satire
e69b348d-7279fb9b,satire,satire
c9242807-95d28b49,no-satire,no-satire
5b79dbe0-f555dee3,no-satire,no-satire
671c3634-1ae0fa1a,satire,satire
9780eff4-e06c3526,no-satire,no-satire
fe0ad99a-a62fc89d,no-satire,no-satire
71c8960c-6f1d7880,satire,satire
0366cd84-f7138323,satire,satire
7ca3f800-4bc77397,no-satire,no-satire
04371e38-4f57624c,no-satire,no-satire
918f8c66-9669012b,satire,satire
cd125887-470c98c9,satire,satire
49f47bed-a6c6c006,no-satire,no-satire
43b7f0e7-26060079,satire,satire
4d60630d-48805155,satire,satire
64c4629e-8da96cea,no-satire,no-satire
0b2770aa-9fa68153,no-satire,no-satire
1ae5628e-a744b237,satire,satire
5e1df5ff-e0b6d932,satire,satire
cbb233b4-a120fb21,no-satire,no-satire
e27858bb-9bde0f9e,no-satire,no-satire
0aa18a71-14189536,no-satire,no-satire
042b3dc6-2afd86e8,satire,satire
bedd9b5a-bfc8cbd1,no-satire,no-satire
52744834-2741c602,satire,satire
d27ced05-0be1f023,satire,satire
bcb26864-afc34698,no-satire,no-satire
5429db6b-d6a147ca,no-satire,no-satire
a3c1dec5-d2882b4e,no-satire,no-satire
e632350f-b2fff0aa,no-satire,no-satire
365badd7-37e68ca3,satire,satire
4ad7346d-1da586f1,no-satire,no-satire
2d93622e-2b3f7ee1,satire,satire
ce432f2f-1f4c4ecb,satire,satire
b8de06af-4dc558cd,satire,satire
95f55719-1ac7cc8f,satire,satire
7f840fb0-144204c6,no-satire,no-satire
754c06a6-33a7cb3e,satire,satire
2a602f31-d7a3a833,no-satire,no-satire
fed8ab1d-9ee8233c,no-satire,no-satire
354ded9d-5509f609,no-satire,no-satire
7ace8bae-698685c0,satire,satire
453cb866-9fec1646,satire,satire
1a4f4bc4-732872df,satire,satire
828ee12f-3a8ec1a0,no-satire,no-satire
6b8a2ac6-dcfa0c15,satire,satire
b53c67cb-88d980a7,no-satire,no-satire
149afd1c-a7a8670a,satire,satire
9bef6c1c-838612d0,no-satire,no-satire
ba6994fa-2d0945ae,no-satire,no-satire
7566d35c-2be4bc48,no-satire,no-satire
4f555311-d5d553e8,satire,satire
eb4c49ba-c51ddbf2,no-satire,no-satire
532ce385-bbaed342,satire,satire
e63cf3e8-5f5730c1,no-satire,no-satire
eb9f8938-ad5eef4c,no-satire,no-satire
7053206c-7a34e427,satire,satire
dad4e7ad-20d2440a,no-satire,no-satire
503d05d4-2f1d70f5,satire,satire
3809938c-0b224776,no-satire,no-satire
5ffdb612-304555d6,satire,satire
1f2952fc-5e32cefa,satire,satire
fcd6a5bc-1e550a19,no-satire,no-satire
b350fb70-02d8d13b,no-satire,no-satire
532e081e-47c7d118,no-satire,no-satire
59608a07-f22068e9,satire,satire
2ae3d296-e9bfab99,no-satire,no-satire
e0299d49-32309c46,no-satire,no-satire
857c0e82-d5749857,satire,satire
c4298687-9c1a38a3,no-satire,no-satire
ebbd962b-024206eb,no-satire,no-satire
82c561fb-68d053c8,no-satire,no-satire
70b5b59c-54cbdb68,satire,satire
54f64a91-00e4e4b7,satire,satire
942235ec-ba7eece8,satire,satire
35894c6a-c46f43d6,satire,satire
439558a3-421276cf,satire,satire
4dcb8fc6-90e13ff2,satire,satire
e12fafb0-b6482ed1,satire,satire
09caf974-edb9bec7,no-satire,no-satire
452ba503-f5979eaa,no-satire,no-satire
a2c84346-632cf67d,satire,satire
aa522527-0cd5fc1e,no-satire,no-satire
92908209-9b9cc76a,satire,satire
c15d3508-a42ca7da,satire,satire
08c56fed-ca972d9b,satire,satire
1bb4e1b4-55e8c945,satire,satire
39968ec4-42ff20f1,no-satire,no-satire
c45957f2-9cbcb87b,no-satire,no-satire
dd66d45a-88ab848a,satire,satire
8f7468d6-5a9cae0c,satire,satire
f744b815-91271c53,no-satire,no-satire
d9577fed-506b3675,satire,satire
3f9f0bc5-85d90991,no-satire,no-satire
152a749f-4aa9047e,satire,satire
52d0d3a2-c25726e7,satire,satire
6c1af449-7d18eac5,satire,satire
c38e0ad9-7ee5ef66,no-satire,no-satire
a6f2ee49-0991b8d1,satire,satire
fb9fa8f7-75bb85cd,satire,satire
20a8323f-feccbe42,satire,satire
0766b643-2fbbe9e7,no-satire,no-satire
cc2e2dc2-b166d6a6,no-satire,no-satire
d9cc35d3-785d4655,no-satire,no-satire
705a8ab0-16626536,satire,satire
c6c5c439-7cce5279,satire,satire
95b40985-1f26dd85,satire,satire
63eeae7e-129ec47e,satire,satire
579eb396-e90c82b9,no-satire,no-satire
82105ac5-84c56c7c,no-satire,no-satire
51832b1a-560b57f8,no-satire,no-satire
ea611f21-842a9a69,satire,satire
87d3af36-06f71b9e,no-satire,no-satire
26461260-c78a43d4,satire,satire
f72e79fc-f53b3f41,satire,satire
7074f757-c3791563,satire,satire
f8ebab76-370503e6,satire,satire
75bd1736-d357ee65,satire,satire
58509018-9cd2d8ab,no-satire,no-satire
9b9e6899-c3e0cb02,no-satire,no-satire
8467bc2b-e04fd5a8,no-satire,no-satire
7f0c4bdf-f203dad0,satire,satire
7a5f7938-e0f91ef0,no-satire,no-satire
dcadc938-06417670,satire,satire
ef7854fa-2ab77ee6,satire,satire
99144acc-f3656224,no-satire,no-satire
0121caef-0fca66f4,satire,satire
c0f55d2a-b69dd0a4,satire,satire
dfc12b7c-ba38edcc,satire,satire
c14d621f-b79c5563,no-satire,no-satire
e0be2633-f6bc3cb2,no-satire,no-satire
ca86b372-be2e2882,satire,satire
26452cd6-f2ee69a1,satire,satire
76feac40-ea02b6d2,no-satire,no-satire
ff754ca4-d840923f,satire,satire
9d971516-b515f02e,no-satire,no-satire
f461d581-494ea3ac,satire,satire
1d648311-cad84cd5,no-satire,no-satire
7570e1b2-f5e72663,no-satire,no-satire
bae25921-504e52f6,satire,satire
a7ce724c-8f921847,no-satire,no-satire
0528dd66-788f8664,satire,satire
87f40b36-21377655,satire,satire
ce2463c7-2bcaf85a,no-satire,no-satire
2c06c6be-d05eb59f,no-satire,no-satire
c7957372-eda5face,no-satire,no-satire
18628d62-43006b26,satire,satire
52c248e7-208f020a,no-satire,no-satire
bf535e30-57862e3e,no-satire,no-satire
778d0638-4773b645,no-satire,no-satire
a1177ea5-b52456d2,no-satire,no-satire
6ae18ff5-d00745aa,no-satire,no-satire
6467a1c8-56fb24ff,no-satire,no-satire
f41e9d87-c57fe3a4,no-satire,no-satire
277000f5-98ac9f66,satire,satire
2c0e5312-9e38eae9,no-satire,no-satire
2db7f2ac-403bcfa4,satire,satire
cf66e55a-87e8c597,satire,satire
e9a5a61d-36218801,satire,satire
ba8ebecc-a0a6c028,satire,satire
0f193a35-b05f7553,satire,satire
3f66cd71-67a83269,satire,satire
e6f690ae-ca6aa171,no-satire,no-satire
c61570a6-d8c98d3a,satire,satire
c55999d7-9e798291,no-satire,no-satire
7dce5497-d4d884f9,no-satire,no-satire
7f13f7b8-4c0ebf6d,satire,satire
c663a97a-cfb0143a,satire,satire
1a7e2952-d3219e9b,no-satire,no-satire
449f187b-97c0ea70,satire,satire
96755e4f-f32468b5,no-satire,no-satire
dbdbe01b-a3ae42a4,no-satire,no-satire
7e1a254c-de927fb0,satire,satire
508e7606-4ba37f4a,satire,satire
a4ff7ffc-4abe476f,no-satire,no-satire
3b82d21c-bbc5d3e9,no-satire,no-satire
b8382cf8-591a973a,no-satire,no-satire
fedcf696-6300b268,no-satire,no-satire
e34acb38-82b8a154,satire,satire
1245b309-270b0fbd,no-satire,no-satire
74948d52-f2e82f64,no-satire,no-satire
0ea93e18-5e254b74,satire,satire
15a10bcd-0b0ed94e,no-satire,no-satire
d8065b40-60f708e9,no-satire,no-satire
b5a69c45-7eaa0331,no-satire,no-satire
c98286da-f6d28f3c,satire,satire
42422b39-853ce2e0,no-satire,no-satire
1c25fdee-3d2705d3,no-satire,no-satire
07cc0f41-88f222d6,no-satire,no-satire
f87db85d-70957b0c,satire,satire
b6259f74-2a097b2b,satire,satire
25bac683-16901456,no-satire,no-satire
17fbce62-2c4b45ee,satire,satire
c7c18d70-f118efe1,no-satire,no-satire
abbf745b-085e0e35,no-satire,no-satire
2604d477-55b68095,no-satire,no-satire
e85f0c86-30e83e37,no-satire,no-satire
2779598f-c2f6f7b2,no-satire,no-satire
7345a7f9-1bd9bf4f,satire,satire
afdf0bda-0f5571fd,no-satire,no-satire
d996d141-780591a0,satire,satire
21312c14-1700242d,no-satire,no-satire
e42e4fa0-07055a6d,satire,satire
a9475572-24717842,no-satire,no-satire
736d6c1b-8850f0ef,no-satire,no-satire
7690c51d-c49dba29,satire,satire
36d42bab-2dea28d3,no-satire,no-satire
dacd712b-7d01837a,satire,satire
7328bd37-7cb0da3b,no-satire,no-satire
928c8c66-89b61574,satire,satire
484d2cfe-779a4e88,no-satire,no-satire
5bfa0171-278fc24a,satire,satire
ecf3cd69-e63f3856,no-satire,no-satire
78b9adee-9e6397bd,satire,satire
f28034d4-ad28f724,satire,satire
2cfc3948-43c38985,satire,satire
ffc709c3-11bb5597,satire,satire
aa5718dc-b66e88e1,satire,satire
d75a970d-d314f33a,no-satire,no-satire
0915ab1d-24cc72fc,no-satire,no-satire
9015ac2b-a8145e89,no-satire,no-satire
f20f1755-4ea21be7,no-satire,no-satire
63e21cfa-4b1fc578,no-satire,no-satire
f6eb1c3b-1fe0eead,no-satire,no-satire
339d834d-f9f5aff9,no-satire,no-satire
b5f5d726-ea0c2f02,satire,satire
4d9ca28d-1320d2cb,satire,satire
b6924099-42a92657,no-satire,no-satire
22b86ab0-32fc980a,no-satire,no-satire
ce1e5877-19a11f24,satire,satire
fbbaeb4e-7efe5eaa,no-satire,no-satire
580dcc62-a446c756,satire,satire
f0f19ed2-1ffb3d0f,no-satire,no-satire
8400b8f4-624ebe48,satire,satire
ee14b46b-e9d9bd56,no-satire,no-satire
0d497936-f5599f9d,no-satire,no-satire
08e058b2-4068b636,satire,satire
0fd7a345-ff41f98b,no-satire,no-satire
fedc7190-a04a13ca,no-satire,no-satire
ea751439-0405d539,satire,satire
fbb45aa4-2e92bd3c,satire,satire
8b9b2472-c350001d,no-satire,no-satire
93489767-8384debe,satire,satire
c813e475-a2d13c94,satire,satire
335ad2ca-7e975f13,no-satire,no-satire
489a3625-b6efe451,no-satire,no-satire
e7cf5f2d-e240b962,no-satire,no-satire
95d61ab6-83b08477,no-satire,no-satire
679c0e62-a0f8934c,satire,satire
ce52e509-1436e8b7,no-satire,no-satire
66312ab9-54a5e42c,no-satire,no-satire
06464939-c6c58aa2,no-satire,no-satire
ab124016-323c5776,satire,satire
2954bce1-d72ff686,no-satire,no-satire
e58152a1-9e5c793f,no-satire,no-satire
5304c25e-02a9e154,satire,satire
cc1c553a-cf792a25,satire,satire
278e58ae-e84a4cb3,no-satire,no-satire
5a09c211-1a60f1bd,satire,satire
de1cd99e-965cbf2a,satire,satire
02ee8262-54feaad5,no-satire,no-satire
849891ad-3795ed32,no-satire,no-satire
debc30ad-75081d95,no-satire,no-satire
f8b87f20-7824e739,no-satire,no-satire
353cfd7a-f346a8e3,no-satire,no-satire
4eafb8d1-a2fc8bef,no-satire,no-satire
7377470c-cf25501d,no-satire,no-satire
bde88e31-88431c5a,no-satire,no-satire
5cc5c02b-c8af5a1c,no-satire,no-satire
a42a81b6-7f0362e6,satire,satire
315951e9-b929e72c,no-satire,no-satire
fce26246-80617200,satire,satire
9ead01d8-24217561,satire,satire
38827900-eeed11aa,satire,satire
fdbc26b9-80924dd0,no-satire,no-satire
4c8ad2e3-68274a60,satire,satire
06e7c526-4ae0d042,no-satire,no-satire
16e0cf5a-64677fd5,satire,satire
0c10bc56-fd38437a,satire,satire
795a1fb1-f2ab05f0,no-satire,no-satire
b28c0092-52a1a0e4,no-satire,no-satire
6123b1f4-4050b9ef,no-satire,no-satire
74119953-411729bb,no-satire,no-satire
b62e131f-4d783fcd,no-satire,no-satire
6dcf2c18-c461d0ca,satire,satire
226825b7-3ef5a02c,satire,satire
4149be84-326433ab,no-satire,no-satire
2f3336b1-a740a86d,satire,satire
2cbcbcd4-ed8fa050,satire,satire
4ea32e6d-f5eae3c0,satire,satire
e96e97c8-4efc85d6,satire,satire
afa4601a-0c7fbc28,no-satire,no-satire
f4b0ecb7-7583c99a,no-satire,no-satire
c317a870-231338cf,no-satire,no-satire
19a6252a-b49d9278,no-satire,no-satire
c292aa97-0d0cf94f,satire,satire
8b94bea6-7254fc17,satire,satire
b4f4fb38-b91dd1c5,no-satire,no-satire
0ef4d26e-03e070c4,satire,satire
2266a727-bc944b51,no-satire,no-satire
ae6b3cf8-6a2867f1,satire,satire
15fb95a4-7beffc8f,no-satire,no-satire
def9d20f-650e5359,satire,satire
92808591-035acd01,satire,satire
8ec749b7-6bbb8a3e,satire,satire
153a177d-48acd65c,no-satire,no-satire
7779cd37-7681de46,no-satire,no-satire
cff6f60e-600c0dc7,satire,satire
0b3ca1b9-dfe34e30,no-satire,no-satire
03089f9d-ed9f24b0,satire,satire
e1975a13-38c9fb02,no-satire,no-satire
0ea1c028-55d6f559,satire,satire
132b9c11-1da7948f,satire,satire
8e02393a-faa51ee6,satire,satire
f8ec5875-254ae405,no-satire,no-satire
2a6f653d-90cc594d,satire,satire
7f3970ef-370e4d8a,no-satire,no-satire
98d47301-7432aa2b,no-satire,no-satire
5488576c-7d27809a,no-satire,no-satire
8a45344d-9b501d2b,no-satire,no-satire
b7b2c958-5c0c8b1d,satire,satire
fb82affd-18c981aa,no-satire,no-satire
17e90fbc-e256244e,no-satire,no-satire
df79235c-ac93f954,no-satire,no-satire
8c2cac45-8a12ad00,satire,satire
51b7a116-e4e58665,satire,satire
e021c9cf-83e997a0,no-satire,no-satire
ac67c169-359ba9a0,satire,satire
7e4433fd-1e3ba671,satire,satire
5f012881-94484945,no-satire,no-satire
b62c1534-1af97759,no-satire,no-satire
14fc8ed0-e62049c2,satire,satire
4fe8f9ab-e7871dfd,no-satire,no-satire
16069624-bd8b8e5b,no-satire,no-satire
7d85df55-e6da91bd,no-satire,no-satire
93e01031-6844586d,no-satire,no-satire
e30a2e38-127e9fe1,satire,satire
d870c49e-c6671248,no-satire,no-satire
e53fa8f9-29c7acec,satire,satire
10e712ea-4413bfcd,satire,satire
b6928309-724e1095,satire,satire
f511ce8b-d0f42921,satire,satire
a3ece38b-3c59e556,satire,satire
1385cc5f-9ac97c45,satire,satire
ff8c208c-6f8147bf,no-satire,no-satire
c47be26e-aa266a95,no-satire,no-satire
b73535e4-882d8d35,no-satire,no-satire
468699f7-66f4f932,no-satire,no-satire
d08a467b-f586d9a6,satire,satire
eb511310-4c4f4964,satire,satire
1db4a440-e632b226,satire,satire
c5b5daf3-a46e6d7f,satire,satire
648922da-47e2438c,satire,satire
4657b10e-159e8f1a,no-satire,no-satire
ca581409-5d2575c7,no-satire,no-satire
23d28c2e-e0f9d86b,no-satire,no-satire
8dbf541f-022869cc,no-satire,no-satire
39b6261f-11a01bd0,no-satire,no-satire
b926757b-318522de,no-satire,no-satire
138cac7e-b0c4d1c0,satire,satire
bfc90f03-c9801537,satire,satire
fae608b8-02178a89,no-satire,no-satire
a99ecc1e-c23e0503,no-satire,no-satire
2e5836c5-d912d9e7,satire,satire
80875974-0a4b2dea,satire,satire
97d28912-dfbabf26,no-satire,no-satire
7fb9c7dd-b84c9e84,no-satire,no-satire
5e23bba9-fe5aaea8,no-satire,no-satire
0d0b72d6-c4bebe3f,no-satire,no-satire
88f1942c-59d297f4,no-satire,no-satire
e2488b8e-4f61a13c,no-satire,no-satire
3a14a04a-56ccc375,satire,satire
03680fa8-97411b73,no-satire,no-satire
97ed7caa-b9ebaa9f,no-satire,no-satire
21e86459-5a6201ab,satire,satire
4178dcf4-2df6aa60,satire,satire
1b8a2bc0-42895bc8,satire,satire
d8c1df0f-9278e5f0,satire,satire
16be5a7d-dc476a94,no-satire,no-satire
8a9eda1f-b34f699c,no-satire,no-satire
e74b40c5-5693996e,satire,satire
721b075f-3eea27a6,satire,satire
389455d1-f9f27439,no-satire,no-satire
b59e3b8c-6bda08f9,satire,satire
f477c170-0efe9419,satire,satire
30491ab4-5f1f9ad9,no-satire,no-satire
ef4e827c-403fd240,no-satire,no-satire
54841a46-cac61c37,satire,satire
611cc4e4-25bee75d,satire,satire
ac2bfd0b-26414695,satire,satire
5b3c9a8c-d7738c0d,no-satire,no-satire
ab61ebbb-7785a623,satire,satire
dc837512-c6c451c6,no-satire,no-satire
4f53c45c-7904c9bc,no-satire,no-satire
cde0c1e0-0f6d8abe,no-satire,no-satire
71c91fae-65a85459,satire,satire
722a4125-fc2a73cf,satire,satire
94883f52-294c1964,no-satire,no-satire
506a36eb-132e2015,satire,satire
be95fef1-7aff577b,satire,satire
6be0c3f5-4a7f7f45,no-satire,no-satire
093718bb-e9e6e581,satire,satire
34d74f85-2233469e,no-satire,no-satire
ef75c313-bcd085b1,no-satire,no-satire
15781b75-b83c5bcc,no-satire,no-satire
3f912bf4-0bcba97e,satire,satire
9eda6dcc-e33b2731,satire,satire
809600dc-b9d7a3ae,satire,satire
f048e503-602e3c25,no-satire,no-satire
ccdbff2a-c7b6d1af,no-satire,no-satire
44be792a-e38a7b51,satire,satire
b2e40cd2-cdef0f21,no-satire,no-satire
709e6d2f-1ce152ee,satire,satire
39d41c6a-c3a9f6d5,no-satire,no-satire
5131efc0-9dc6023d,no-satire,no-satire
588a7b1c-e915e0bd,satire,satire
c1f3f6ee-2cca24fe,satire,satire
f5ce599f-a8d1a493,no-satire,no-satire
4cb76fd6-7c170f7e,satire,satire
19dd75b2-94513f0d,no-satire,no-satire
fc447829-9569e06d,no-satire,no-satire
e40a86f7-6287c030,satire,satire
c0e7f539-bfc20d80,satire,satire
b2ae996b-d731451d,no-satire,no-satire
b7cd8142-f33c732f,no-satire,no-satire
b911ef38-f611d475,satire,satire
820c9ac8-12f2ff33,satire,satire
93a4537c-0f7d1c9e,satire,satire
b985af30-c8e20917,satire,satire
ff766c3b-1d1f6e67,satire,satire
93e2f53a-7ea2a9b2,satire,satire
b6cfb469-79892dfd,no-satire,no-satire
7b8593fa-aa345f7a,satire,satire
34206e71-93272ed1,satire,satire
c736ee48-33d0cc3f,no-satire,no-satire
9c813aa1-e6aa3208,no-satire,no-satire
ff0d577c-921c665b,no-satire,no-satire
8229e011-748f1e40,satire,satire
c4c80011-13cabe85,no-satire,no-satire
4776d457-e2b03276,no-satire,no-satire
bec79542-0de2838d,no-satire,no-satire
c131d0f8-e72cefe7,no-satire,no-satire
c43591ef-b76b6e6d,no-satire,no-satire
35736fdc-a9ce6b90,no-satire,no-satire
67355b86-646c18f4,satire,satire
3e943113-4472fe19,no-satire,no-satire
431e56cb-0a08fb88,no-satire,no-satire
5e8c19b8-0c0c92d7,no-satire,no-satire
bec87a7f-3823939f,no-satire,no-satire
24b59f54-f6c401b1,satire,satire
2cb4dede-c07c2bab,satire,satire
ba6f2521-fe181026,satire,satire
dce947d8-efe3b47e,satire,satire
bb55c309-9f6cf90b,no-satire,no-satire
df7c1f89-77dec12b,no-satire,no-satire
1d91173d-90ce9648,satire,satire
b3e3b4f0-1f2262c9,no-satire,no-satire
7fd84e6b-31e51227,no-satire,no-satire
6ee8af06-b612471b,satire,satire
4f9831f0-0b7da373,satire,satire
d5237d65-9d248808,satire,satire
db3a486d-161963c1,no-satire,no-satire
1385a776-628331ce,no-satire,no-satire
1ed91c55-f6431071,no-satire,no-satire
5e7aa97a-1b3c7897,satire,satire
ccb65a16-ceb3ae73,no-satire,no-satire
a453b7fe-e1a5ae4c,no-satire,no-satire
998262a7-76f0c3a7,no-satire,no-satire
2e5f3f09-e2e0d8d0,satire,satire
f4ab7977-231fe00d,satire,satire
fac50740-66c4b60a,no-satire,no-satire
54cb30b1-d28704c2,no-satire,no-satire
1311ce36-d83f006d,satire,satire
f8658e1c-885dc2b9,satire,satire
35556918-30ae23a9,satire,satire
8c0c9ae2-04ed2bcf,satire,satire
af720bcf-63f51e01,no-satire,no-satire
8f07e29a-c9f2f03d,satire,satire
5ea86a42-3e9e39e8,no-satire,no-satire
d29b906c-01b5af87,satire,satire
e31832ce-f51f0dfc,satire,satire
2db55f1f-cb2b6ff9,satire,satire
03740ea1-b74fca02,no-satire,no-satire
3b6ed7f5-aaa443ef,satire,satire
46997de9-47be193c,no-satire,no-satire
f1282f8b-f667d8da,no-satire,no-satire
10f687bb-f4f20a09,no-satire,no-satire
d01d3b7b-2b3d7e73,satire,satire
c600ff7f-c6de84b2,no-satire,no-satire
0da1f8fa-0b07de26,no-satire,no-satire
3845d5d3-3b1aaac6,satire,satire
29b93501-b5b4572a,no-satire,no-satire
ee2e46d0-a8064980,no-satire,no-satire
9e37ab09-3cb867e2,satire,satire
cb537bd2-df265b30,satire,satire
8d6197fa-851cd2d1,no-satire,no-satire
e69060f8-2ddfa35d,no-satire,no-satire
7a8ff1b7-ab4933aa,satire,satire
920bcd43-f84e2d29,no-satire,no-satire
e4063d4a-751e1c21,no-satire,no-satire
a4ef5412-172b0b15,no-satire,no-satire
f3887019-052b8c0f,no-satire,no-satire
d3f39fcb-c4f6e891,satire,satire
101473b9-051e0a1c,no-satire,no-satire
5c0ccd47-da73154a,satire,satire
497698ef-6335326e,no-satire,no-satire
75e1cc61-39474596,satire,satire
591d556d-6e6f7544,satire,satire
a6a6d23f-4ce47c01,satire,satire
c6480020-c8393231,satire,satire
830baf65-634fb4dd,satire,satire
44b8f597-179e511e,no-satire,no-satire
0f8fcb8b-75de5648,no-satire,no-satire
73fac0a7-d5afe860,no-satire,no-satire
b2c91aca-fcdd4dff,no-satire,no-satire
004ffb2d-184c6a3e,no-satire,no-satire
f42b814d-3998b07b,no-satire,no-satire
219aa2f3-ee64eaf2,no-satire,no-satire
616cad18-5c43b088,no-satire,no-satire
324c2a90-b278ff6b,no-satire,no-satire
67cd5b1c-909e5842,satire,satire
8bba2a1a-b7f9894c,no-satire,no-satire
c3ff2ce1-0dc6de5d,no-satire,no-satire
fb374387-3c212b0c,no-satire,no-satire
36898914-473c3a4e,no-satire,no-satire
4b4a1f2d-dd8e07cc,satire,satire
e9d49e8c-cd42ebc8,satire,satire
f6d4fc72-c3349583,no-satire,no-satire
4cca5ba9-3ca31bea,no-satire,no-satire
f7bbc147-fbe3f8d1,no-satire,no-satire
3bfbfeee-16bc369a,no-satire,no-satire
